Gene stable ID,Human gene stable ID,Human gene name,"Human orthology confidence [0 low, 1 high]",Gene name
ENSMUSG00002076404,,,,
ENSMUSG00000088633,,,,Gm22313
ENSMUSG00002076778,,,,
ENSMUSG00002076232,,,,
ENSMUSG00000082820,,,,Gm13803
ENSMUSG00000080802,,,,Gm13804
ENSMUSG00000082862,,,,Gm13806
ENSMUSG00000075015,,,,Gm10801
ENSMUSG00000045503,,,,Sys1
ENSMUSG00000000275,ENSG00000121060,TRIM25,1,Trim25
ENSMUSG00000054555,ENSG00000148848,ADAM12,1,Adam12
ENSMUSG00000075014,,,,Gm10800
ENSMUSG00000101186,,,,Gm29235
ENSMUSG00000085760,,,,Gm14302
ENSMUSG00000084313,,,,Gm13809
ENSMUSG00000090996,ENSG00000254806,SYS1-DBNDD2,1,Gm20458
ENSMUSG00000082259,,,,Gm13808
ENSMUSG00000084209,,,,Gm13811
ENSMUSG00000082435,,,,Gm13813
ENSMUSG00000000276,ENSG00000153933,DGKE,1,Dgke
ENSMUSG00000094873,,,,Gm13812
ENSMUSG00000095203,,,,Gm13810
ENSMUSG00000017720,ENSG00000124251,TP53TG5,0,Trp53tg5
ENSMUSG00000003662,ENSG00000144021,CIAO1,1,Ciao1
ENSMUSG00002076598,,,,
ENSMUSG00000108478,,,,Gm19514
ENSMUSG00000050066,,,,A130023I24Rik
ENSMUSG00000063109,,,,Dgkeos
ENSMUSG00000058239,ENSG00000105698,USF2,1,Usf2
ENSMUSG00000034850,ENSG00000135956,TMEM127,1,Tmem127
ENSMUSG00000034164,ENSG00000186998,EMID1,1,Emid1
ENSMUSG00000103957,,,,Gm10766
ENSMUSG00000027007,ENSG00000138434,ITPRID2,1,Itprid2
ENSMUSG00000118759,,,,Gm25457
ENSMUSG00002075391,,,,Y_RNA
ENSMUSG00000007107,ENSG00000132681,ATP1A4,1,Atp1a4
ENSMUSG00000107201,,,,5930420M18Rik
ENSMUSG00000038803,ENSG00000228474,OST4,1,Ost4
ENSMUSG00000029163,ENSG00000138080,EMILIN1,1,Emilin1
ENSMUSG00000029162,ENSG00000138030,KHK,1,Khk
ENSMUSG00000102740,,,,Gm37599
ENSMUSG00000104147,,,,Gm37142
ENSMUSG00000103858,,,,Gm37604
ENSMUSG00000099671,,,,Gm18183
ENSMUSG00000103890,,,,Gm28724
ENSMUSG00000103617,,,,Gm37950
ENSMUSG00000101909,,,,Gm28724
ENSMUSG00000102818,,,,Gm37796
ENSMUSG00000101795,,,,Gm5835
ENSMUSG00000103329,,,,Gm42492
ENSMUSG00000026361,ENSG00000134371,CDC73,1,Cdc73
ENSMUSG00000072553,ENSG00000214226,C17orf67,1,Gm525
ENSMUSG00000029161,ENSG00000138028,CGREF1,1,Cgref1
ENSMUSG00000006638,ENSG00000143994,ABHD1,1,Abhd1
ENSMUSG00000090357,,,,Gm17077
ENSMUSG00000088798,,,,Gm22534
ENSMUSG00000086919,,,,Gm11497
ENSMUSG00000097750,,,,Gm4673
ENSMUSG00002074916,,,,7SK
ENSMUSG00000041828,,,,Abca8a
ENSMUSG00000030994,ENSG00000154493,C10orf90,1,D7Ertd443e
ENSMUSG00000045302,ENSG00000138073,PREB,1,Preb
ENSMUSG00000006304,ENSG00000163466,ARPC2,1,Arpc2
ENSMUSG00000017734,ENSG00000244274,DBNDD2,1,Dbndd2
ENSMUSG00000108702,,,,Gm9333
ENSMUSG00000006642,ENSG00000163792,TCF23,1,Tcf23
ENSMUSG00000063229,,,,Ldha
ENSMUSG00000029538,ENSG00000111786,SRSF9,1,Srsf9
ENSMUSG00000034683,ENSG00000150722,PPP1R1C,1,Ppp1r1c
ENSMUSG00000029536,ENSG00000257218,GATC,1,Gatc
ENSMUSG00000029535,ENSG00000170855,TRIAP1,1,Triap1
ENSMUSG00000041697,ENSG00000111775,COX6A1,1,Cox6a1
ENSMUSG00000033849,ENSG00000162630,B3GALT2,1,B3galt2
ENSMUSG00000107288,,,,Gm42903
ENSMUSG00000089640,,,,Gm6397
ENSMUSG00000086352,,,,4930401G09Rik
ENSMUSG00000064272,ENSG00000179921,GPBAR1,1,Gpbar1
ENSMUSG00000087292,,,,Gm13832
ENSMUSG00000106887,,,,A930005G22Rik
ENSMUSG00000027367,ENSG00000084090,STARD7,1,Stard7
ENSMUSG00000107240,,,,Gm43231
ENSMUSG00000038034,ENSG00000162729,IGSF8,1,Igsf8
ENSMUSG00000054256,ENSG00000135097,MSI1,1,Msi1
ENSMUSG00000006299,ENSG00000127837,AAMP,1,Aamp
ENSMUSG00000039262,ENSG00000288701,PRRC2B,1,Prrc2b
ENSMUSG00000107353,,,,4930430O22Rik
ENSMUSG00000029522,ENSG00000170890,PLA2G1B,1,Pla2g1b
ENSMUSG00000106897,,,,Gm43027
ENSMUSG00000107257,,,,Gm43028
ENSMUSG00000068082,ENSG00000215203,GRXCR1,1,Grxcr1
ENSMUSG00000106747,,,,Gm43025
ENSMUSG00000048616,ENSG00000183691,NOG,1,Nog
ENSMUSG00000085798,,,,Gm2018
ENSMUSG00000029422,ENSG00000111011,RSRC2,1,Rsrc2
ENSMUSG00000020827,ENSG00000141503,MINK1,1,Mink1
ENSMUSG00000018196,,,,Glrx2
ENSMUSG00000030935,ENSG00000005187,ACSM3,1,Acsm3
ENSMUSG00000101503,,,,Gm28364
ENSMUSG00000018199,ENSG00000116747,RO60,1,Ro60
ENSMUSG00000007097,ENSG00000018625,ATP1A2,1,Atp1a2
ENSMUSG00000029414,ENSG00000184445,KNTC1,1,Kntc1
ENSMUSG00000030851,ENSG00000166796,LDHC,1,Ldhc
ENSMUSG00000038026,ENSG00000162728,KCNJ9,1,Kcnj9
ENSMUSG00000027368,ENSG00000158050,DUSP2,1,Dusp2
ENSMUSG00000102413,,,,Gm36937
ENSMUSG00000044708,ENSG00000177807,KCNJ10,1,Kcnj10
ENSMUSG00002076731,,,,
ENSMUSG00000119688,ENSG00000235284,SNORD62A,1,Gm22192
ENSMUSG00000045502,ENSG00000255398,HCAR3,1,Hcar2
ENSMUSG00000045502,ENSG00000182782,HCAR2,1,Hcar2
ENSMUSG00000017721,ENSG00000124155,PIGT,1,Pigt
ENSMUSG00000050229,ENSG00000143315,PIGM,1,Pigm
ENSMUSG00000001247,ENSG00000105699,LSR,1,Lsr
ENSMUSG00000049241,ENSG00000196917,HCAR1,1,Hcar1
ENSMUSG00000102278,,,,Gm37145
ENSMUSG00000103357,,,,Gm7804
ENSMUSG00000023106,ENSG00000139726,DENR,1,Denr
ENSMUSG00000026548,ENSG00000162723,SLAMF9,1,Slamf9
ENSMUSG00000026179,ENSG00000127838,PNKD,1,Pnkd
ENSMUSG00000105875,,,,Gm43518
ENSMUSG00000061882,ENSG00000130783,CCDC62,1,Ccdc62
ENSMUSG00000119104,ENSG00000231587,SNORD62B,1,Gm25632
ENSMUSG00000027165,ENSG00000166352,IFTAP,1,Iftap
ENSMUSG00000000915,ENSG00000130787,HIP1R,1,Hip1r
ENSMUSG00000030929,ENSG00000196678,ERI2,1,Eri2
ENSMUSG00000098454,,,,Mir7032
ENSMUSG00000066278,ENSG00000139722,VPS37B,1,Vps37b
ENSMUSG00000086216,,,,Gm13610
ENSMUSG00000086179,,,,Gm14317
ENSMUSG00000093614,,,,Gm20693
ENSMUSG00000032864,ENSG00000175097,RAG2,1,Rag2
ENSMUSG00000102725,,,,Gm37939
ENSMUSG00000105901,,,,Gm7291
ENSMUSG00002074861,,,,
ENSMUSG00000104529,,,,Rbakdn
ENSMUSG00000061898,ENSG00000146587,RBAK,1,Rbak
ENSMUSG00000103013,,,,Gm37503
ENSMUSG00000061311,ENSG00000166349,RAG1,1,Rag1
ENSMUSG00000018189,ENSG00000116750,UCHL5,1,Uchl5
ENSMUSG00000017723,ENSG00000101443,WFDC2,0,Wfdc2
ENSMUSG00000029586,ENSG00000173678,SPDYE2B,0,Spdye4b
ENSMUSG00000029586,ENSG00000136206,SPDYE1,0,Spdye4b
ENSMUSG00000029586,ENSG00000286038,SPDYE13,0,Spdye4b
ENSMUSG00000029586,ENSG00000286014,SPDYE15,0,Spdye4b
ENSMUSG00000029586,ENSG00000214300,SPDYE3,0,Spdye4b
ENSMUSG00000029586,ENSG00000184616,SPDYE12P,0,Spdye4b
ENSMUSG00000029586,ENSG00000274570,SPDYE10P,0,Spdye4b
ENSMUSG00000029586,ENSG00000170092,SPDYE5,0,Spdye4b
ENSMUSG00000029586,ENSG00000183318,SPDYE4,0,Spdye4b
ENSMUSG00000029586,ENSG00000230358,SPDYE21,0,Spdye4b
ENSMUSG00000029586,ENSG00000205482,SPDYE18,0,Spdye4b
ENSMUSG00000029586,ENSG00000260097,SPDYE6,0,Spdye4b
ENSMUSG00000029586,ENSG00000275976,SPDYE11,0,Spdye4b
ENSMUSG00000029586,ENSG00000205238,SPDYE2,0,Spdye4b
ENSMUSG00000029586,ENSG00000262461,SPDYE9,0,Spdye4b
ENSMUSG00000029586,ENSG00000186645,SPDYE17,0,Spdye4b
ENSMUSG00000029586,ENSG00000185040,SPDYE16,0,Spdye4b
ENSMUSG00000029586,ENSG00000273520,SPDYE8,0,Spdye4b
ENSMUSG00000029586,ENSG00000286137,SPDYE14,0,Spdye4b
ENSMUSG00000074596,ENSG00000101446,SPINT3,0,Spint3
ENSMUSG00000039296,ENSG00000173678,SPDYE2B,0,Spdye4a
ENSMUSG00000039296,ENSG00000136206,SPDYE1,0,Spdye4a
ENSMUSG00000039296,ENSG00000286038,SPDYE13,0,Spdye4a
ENSMUSG00000039296,ENSG00000286014,SPDYE15,0,Spdye4a
ENSMUSG00000039296,ENSG00000214300,SPDYE3,0,Spdye4a
ENSMUSG00000039296,ENSG00000184616,SPDYE12P,1,Spdye4a
ENSMUSG00000039296,ENSG00000274570,SPDYE10P,0,Spdye4a
ENSMUSG00000039296,ENSG00000170092,SPDYE5,0,Spdye4a
ENSMUSG00000039296,ENSG00000183318,SPDYE4,1,Spdye4a
ENSMUSG00000039296,ENSG00000230358,SPDYE21,0,Spdye4a
ENSMUSG00000039296,ENSG00000205482,SPDYE18,0,Spdye4a
ENSMUSG00000039296,ENSG00000260097,SPDYE6,0,Spdye4a
ENSMUSG00000039296,ENSG00000275976,SPDYE11,0,Spdye4a
ENSMUSG00000039296,ENSG00000205238,SPDYE2,0,Spdye4a
ENSMUSG00000039296,ENSG00000262461,SPDYE9,0,Spdye4a
ENSMUSG00000039296,ENSG00000186645,SPDYE17,0,Spdye4a
ENSMUSG00000039296,ENSG00000185040,SPDYE16,0,Spdye4a
ENSMUSG00000039296,ENSG00000273520,SPDYE8,0,Spdye4a
ENSMUSG00000039296,ENSG00000286137,SPDYE14,0,Spdye4a
ENSMUSG00000027164,ENSG00000175104,TRAF6,1,Traf6
ENSMUSG00000046826,ENSG00000177558,FAM187B,0,Fam187b
ENSMUSG00000058325,ENSG00000150760,DOCK1,1,Dock1
ENSMUSG00000089879,,,,4930448H16Rik
ENSMUSG00000029587,ENSG00000164631,ZNF12,1,Zfp12
ENSMUSG00000074595,,,,Wfdc6a
ENSMUSG00000017733,ENSG00000249139,EPPIN-WFDC6,0,Eppin
ENSMUSG00000017733,ENSG00000101448,EPPIN,1,Eppin
ENSMUSG00000020393,ENSG00000183762,KREMEN1,1,Kremen1
ENSMUSG00000046658,ENSG00000205903,ZNF316,1,Zfp316
ENSMUSG00000070533,ENSG00000158901,WFDC8,0,Wfdc8
ENSMUSG00000105345,,,,BC030343
ENSMUSG00000093910,ENSG00000236609,ZNF853,1,Zfp853
ENSMUSG00000039244,ENSG00000146576,C7orf26,1,E130309D02Rik
ENSMUSG00000064632,,,,Gm25142
ENSMUSG00000118486,,,,Gm30172
ENSMUSG00000086976,,,,Gm12316
ENSMUSG00000041961,ENSG00000183579,ZNRF3,1,Znrf3
ENSMUSG00000105609,,,,Gm42501
ENSMUSG00000065797,ENSG00000199570,RNU6-228P,0,Gm25512
ENSMUSG00000050468,ENSG00000188886,ASTL,1,Astl
ENSMUSG00000001844,ENSG00000136247,ZDHHC4,1,Zdhhc4
ENSMUSG00000100455,,,,Gm29170
ENSMUSG00000088323,ENSG00000238754,SCARNA18B,1,Gm25663
ENSMUSG00000026360,ENSG00000116741,RGS2,1,Rgs2
ENSMUSG00000047773,ENSG00000153930,ANKFN1,1,Ankfn1
ENSMUSG00000051079,ENSG00000127074,RGS13,1,Rgs13
ENSMUSG00000100389,,,,Rbm6-ps2
ENSMUSG00000089889,,,,0610040B10Rik
ENSMUSG00000006301,ENSG00000135926,TMBIM1,1,Tmbim1
ENSMUSG00000070531,,,,Wfdc6b
ENSMUSG00000085232,,,,Gm11962
ENSMUSG00000085189,,,,Gm11963
ENSMUSG00000104875,,,,Gm43397
ENSMUSG00000041797,ENSG00000154258,ABCA9,1,Abca9
ENSMUSG00000010825,ENSG00000215045,GRID2IP,1,Grid2ip
ENSMUSG00000077671,,,,Gm24473
ENSMUSG00000058620,ENSG00000274286,ADRA2B,1,Adra2b
ENSMUSG00000070530,,,,Wfdc16
ENSMUSG00000083740,,,,Gm11456
ENSMUSG00000074594,ENSG00000180205,WFDC9,1,Wfdc9
ENSMUSG00000070529,ENSG00000180305,WFDC10A,0,Wfdc10
ENSMUSG00000078940,ENSG00000180083,WFDC11,0,Wfdc11
ENSMUSG00000067704,ENSG00000168634,WFDC13,0,Wfdc13
ENSMUSG00000073805,ENSG00000188916,INSYN2A,1,Insyn2a
ENSMUSG00000017310,ENSG00000149651,SPINT4,0,Spint4
ENSMUSG00000110167,,,,Gm45532
ENSMUSG00000074593,,,,Spint5
ENSMUSG00000014402,ENSG00000074319,TSG101,1,Tsg101
ENSMUSG00000039254,ENSG00000130714,POMT1,1,Pomt1
ENSMUSG00000014609,ENSG00000108556,CHRNE,1,Chrne
ENSMUSG00000020553,ENSG00000141179,PCTP,1,Pctp
ENSMUSG00000099931,,,,Gm29358
ENSMUSG00000103403,,,,Gm37931
ENSMUSG00000037995,ENSG00000085552,IGSF9,1,Igsf9
ENSMUSG00000093720,,,,Gm20635
ENSMUSG00000045345,,,,9530056K15Rik
ENSMUSG00000069763,ENSG00000166292,TMEM100,1,Tmem100
ENSMUSG00000105594,,,,Gm43398
ENSMUSG00000079111,ENSG00000136240,KDELR2,1,Kdelr2
ENSMUSG00000085074,,,,Gm11494
ENSMUSG00000105206,,,,Gm4870
ENSMUSG00000106068,,,,Gm9497
ENSMUSG00002076440,,,,5S_rRNA
ENSMUSG00000039206,ENSG00000164535,DAGLB,1,Daglb
ENSMUSG00000087279,ENSG00000205710,C17orf107,1,4930544D05Rik
ENSMUSG00000109608,,,,Gm45597
ENSMUSG00000077150,,,,Gm24581
ENSMUSG00000110213,,,,Gm45628
ENSMUSG00000100717,,,,1700120G07Rik
ENSMUSG00000073804,ENSG00000214285,NPS,1,Nps
ENSMUSG00000085952,,,,Gm12315
ENSMUSG00000109891,,,,Gm45339
ENSMUSG00000110344,ENSG00000261873,SMIM36,1,Gm45716
ENSMUSG00000073803,,,,4930544L04Rik
ENSMUSG00000048377,ENSG00000186766,FOXI2,1,Foxi2
ENSMUSG00000050675,ENSG00000185245,GP1BA,1,Gp1ba
ENSMUSG00000001847,ENSG00000136238,RAC1,1,Rac1
ENSMUSG00000109598,,,,Gm36356
ENSMUSG00000109967,,,,Gm45883
ENSMUSG00000050866,ENSG00000180745,CLRN3,1,Clrn3
ENSMUSG00000020484,ENSG00000100219,XBP1,1,Xbp1
ENSMUSG00000030924,ENSG00000005189,REXO5,1,Rexo5
ENSMUSG00000105198,,,,Gm42502
ENSMUSG00000046338,ENSG00000186281,GPAT2,1,Gpat2
ENSMUSG00000118332,ENSG00000178397,FAM220A,0,Fam220a
ENSMUSG00000083012,ENSG00000178397,FAM220A,0,Fam220a
ENSMUSG00000020482,ENSG00000159873,CCDC117,1,Ccdc117
ENSMUSG00000003948,ENSG00000108960,MMD,1,Mmd
ENSMUSG00000043262,ENSG00000151116,UEVLD,1,Uevld
ENSMUSG00000076434,ENSG00000124116,WFDC3,0,Wfdc3
ENSMUSG00000077304,,,,Gm22471
ENSMUSG00000014606,ENSG00000108528,SLC25A11,1,Slc25a11
ENSMUSG00000027371,ENSG00000115042,FAHD2A,1,Fahd2a
ENSMUSG00000109231,,,,Gm45737
ENSMUSG00000110416,,,,Gm19248
ENSMUSG00000110001,,,,C86187
ENSMUSG00000026358,ENSG00000090104,RGS1,1,Rgs1
ENSMUSG00000002550,ENSG00000130717,UCK1,1,Uck1
ENSMUSG00000003949,ENSG00000108924,HLF,1,Hlf
ENSMUSG00000109637,,,,Gm31941
ENSMUSG00000048787,ENSG00000188215,DCUN1D3,1,Dcun1d3
ENSMUSG00000044749,ENSG00000154262,ABCA6,1,Abca6
ENSMUSG00000032841,ENSG00000135362,PRR5L,1,Prr5l
ENSMUSG00000056509,,,,Gm9999
ENSMUSG00000049516,ENSG00000179119,SPTY2D1,1,Spty2d1
ENSMUSG00000100441,,,,Gm7266
ENSMUSG00000098509,ENSG00000253148,RGS21,1,Rgs21
ENSMUSG00002075314,ENSG00000277986,U4,0,U4
ENSMUSG00000073650,ENSG00000158428,CATIP,0,Catip
ENSMUSG00000109118,,,,Gm32031
ENSMUSG00000109634,,,,Gm45474
ENSMUSG00000010307,ENSG00000151117,TMEM86A,1,Tmem86a
ENSMUSG00000111473,,,,LOC102637012
ENSMUSG00000030922,ENSG00000102897,LYRM1,1,Lyrm1
ENSMUSG00000026547,ENSG00000158710,TAGLN2,1,Tagln2
ENSMUSG00000040746,ENSG00000108523,RNF167,1,Rnf167
ENSMUSG00000030854,ENSG00000110786,PTPN5,1,Ptpn5
ENSMUSG00000104351,,,,Gm37125
ENSMUSG00000026357,ENSG00000150681,RGS18,1,Rgs18
ENSMUSG00000066068,,,,Gm13611
ENSMUSG00000017299,ENSG00000101457,DNTTIP1,1,Dnttip1
ENSMUSG00000101049,,,,Gm8856
ENSMUSG00000065787,,,,Gm22681
ENSMUSG00002076236,,,,
ENSMUSG00000099617,,,,Gm6550
ENSMUSG00000097130,,,,Gm5262
ENSMUSG00000018293,ENSG00000108518,PFN1,1,Pfn1
ENSMUSG00000088579,,,,Gm25460
ENSMUSG00000101661,,,,Gm28392
ENSMUSG00000103055,,,,Gm38269
ENSMUSG00000099964,,,,Gm29514
ENSMUSG00000090323,,,,Gm5263
ENSMUSG00000087523,,,,Gm12319
ENSMUSG00000102403,,,,Gm38187
ENSMUSG00000087465,,,,Gm13905
ENSMUSG00000020546,ENSG00000166263,STXBP4,1,Stxbp4
ENSMUSG00000026177,ENSG00000018280,SLC11A1,1,Slc11a1
ENSMUSG00000086453,,,,Gm11457
ENSMUSG00002075137,,,,7SK
ENSMUSG00000027163,ENSG00000110442,COMMD9,1,Commd9
ENSMUSG00000001403,ENSG00000175063,UBE2C,1,Ube2c
ENSMUSG00000098960,,,,Mir7056
ENSMUSG00000109501,,,,Gm14377
ENSMUSG00000109200,,,,Gm44969
ENSMUSG00000052303,ENSG00000183695,MRGPRX2,0,Mrgpra6
ENSMUSG00000052303,ENSG00000179826,MRGPRX3,0,Mrgpra6
ENSMUSG00000052303,ENSG00000170255,MRGPRX1,0,Mrgpra6
ENSMUSG00000052303,ENSG00000179817,MRGPRX4,0,Mrgpra6
ENSMUSG00000009687,,,,Fxyd5
ENSMUSG00000036893,ENSG00000181090,EHMT1,1,Ehmt1
ENSMUSG00000083268,,,,Gm11511
ENSMUSG00000081043,,,,Gm11512
ENSMUSG00000020481,,,,Ankrd36
ENSMUSG00000035131,ENSG00000162670,BRINP3,1,Brinp3
ENSMUSG00000081021,,,,Gm11964
ENSMUSG00000081691,,,,Gm11965
ENSMUSG00000020544,ENSG00000166260,COX11,1,Cox11
ENSMUSG00000080078,,,,Gm15583
ENSMUSG00000087627,,,,A230059L01Rik
ENSMUSG00000085822,,,,Gm15584
ENSMUSG00000020477,ENSG00000062582,MRPS24,1,Mrps24
ENSMUSG00000104269,,,,Gm37749
ENSMUSG00000102134,,,,Gm9931
ENSMUSG00000100380,,,,Gm17867
ENSMUSG00000104331,,,,Gm38284
ENSMUSG00000101973,,,,Gm29516
ENSMUSG00000099629,,,,Gm29515
ENSMUSG00000088582,,,,Gm22966
ENSMUSG00000101208,,,,Gm19891
ENSMUSG00000101735,,,,Gm18505
ENSMUSG00000099842,,,,Gm4034
ENSMUSG00000018800,ENSG00000154265,ABCA5,1,Abca5
ENSMUSG00000026546,ENSG00000213085,CFAP45,1,Cfap45
ENSMUSG00000101074,,,,Gm29022
ENSMUSG00000026176,ENSG00000144579,CTDSP1,1,Ctdsp1
ENSMUSG00000032812,ENSG00000186635,ARAP1,1,Arap1
ENSMUSG00000101564,,,,Gm5703
ENSMUSG00000082588,,,,Gm15443
ENSMUSG00000100917,,,,Gm18751
ENSMUSG00000065468,ENSG00000199121,MIR26B,1,Mir26b
ENSMUSG00000102074,,,,Gm29020
ENSMUSG00000101457,,,,Gm18701
ENSMUSG00000085184,,,,4933439K11Rik
ENSMUSG00000102314,,,,Gm37630
ENSMUSG00000102309,,,,Gm38189
ENSMUSG00000101011,,,,Gm29398
ENSMUSG00000103724,,,,Gm37096
ENSMUSG00000104036,,,,Gm37775
ENSMUSG00000088167,ENSG00000252627,RNU6-122P,0,Gm23535
ENSMUSG00002075595,,,,5S_rRNA
ENSMUSG00000060600,ENSG00000108515,ENO3,1,Eno3
ENSMUSG00000049598,ENSG00000243284,VSIG8,1,Vsig8
ENSMUSG00000053318,ENSG00000158714,SLAMF8,1,Slamf8
ENSMUSG00000070504,,,,Fcrl6
ENSMUSG00000026544,ENSG00000158716,DUSP23,1,Dusp23
ENSMUSG00000060128,,,,Gm2710
ENSMUSG00002076129,ENSG00000252854,RN7SKP5,0,7SK
ENSMUSG00000026175,ENSG00000127831,VIL1,1,Vil1
ENSMUSG00000049680,ENSG00000106608,URGCP,1,Urgcp
ENSMUSG00000037942,ENSG00000132693,CRP,1,Crp
ENSMUSG00000102430,,,,Gm38051
ENSMUSG00000070182,ENSG00000252944,RNU6-897P,0,Gm24817
ENSMUSG00000102701,,,,9430083B18Rik
ENSMUSG00000026542,ENSG00000132703,APCS,1,Apcs
ENSMUSG00000077252,,,,Gm26077
ENSMUSG00000037924,ENSG00000184155,OR10J5,1,Olfr16
ENSMUSG00000018287,ENSG00000091640,SPAG7,1,Spag7
ENSMUSG00000106730,,,,Gm42472
ENSMUSG00000107139,,,,Gm42475
ENSMUSG00000103338,,,,Olfr1409-ps1
ENSMUSG00000062527,,,,Olfr1408
ENSMUSG00000066680,,,,Olfr1407-ps1
ENSMUSG00000058981,,,,Olfr1406
ENSMUSG00000083844,,,,Ube2d-ps
ENSMUSG00000056220,ENSG00000116711,PLA2G4A,1,Pla2g4a
ENSMUSG00000020623,ENSG00000108984,MAP2K6,1,Map2k6
ENSMUSG00000085985,,,,Gm11682
ENSMUSG00000020541,ENSG00000141198,TOM1L1,1,Tom1l1
ENSMUSG00000046643,ENSG00000196266,OR10J3,1,Olfr218
ENSMUSG00002076362,,,,5S_rRNA
ENSMUSG00000099701,,,,Gm19136
ENSMUSG00002076752,,,,
ENSMUSG00000049456,ENSG00000196266,OR10J3,1,Olfr1404
ENSMUSG00000097028,,,,Ptgs2os
ENSMUSG00000005339,ENSG00000179639,FCER1A,0,Fcer1a
ENSMUSG00000049605,,,,Olfr418
ENSMUSG00000079180,,,,Mptx2
ENSMUSG00000037872,ENSG00000213088,ACKR1,1,Ackr1
ENSMUSG00000032487,ENSG00000073756,PTGS2,1,Ptgs2
ENSMUSG00000079056,ENSG00000115041,KCNIP3,1,Kcnip3
ENSMUSG00000101199,,,,Gm9687
ENSMUSG00000074111,ENSG00000183695,MRGPRX2,0,Mrgpra9
ENSMUSG00000074111,ENSG00000179826,MRGPRX3,0,Mrgpra9
ENSMUSG00000074111,ENSG00000170255,MRGPRX1,0,Mrgpra9
ENSMUSG00000074111,ENSG00000179817,MRGPRX4,0,Mrgpra9
ENSMUSG00000097754,,,,Ptgs2os2
ENSMUSG00000099875,,,,Rbm3-ps
ENSMUSG00000100690,,,,Gm4322
ENSMUSG00000052273,ENSG00000158486,DNAH3,1,Dnah3
ENSMUSG00000006007,ENSG00000116703,PDC,1,Pdc
ENSMUSG00000051497,ENSG00000153822,KCNJ16,1,Kcnj16
ENSMUSG00000017300,ENSG00000101470,TNNC2,1,Tnnc2
ENSMUSG00000099447,,,,2310030A07Rik
ENSMUSG00000102990,,,,Gm37764
ENSMUSG00000033364,ENSG00000135913,USP37,1,Usp37
ENSMUSG00002076675,ENSG00000200161,RN7SKP145,0,7SK
ENSMUSG00000048058,ENSG00000179241,LDLRAD3,1,Ldlrad3
ENSMUSG00000041695,ENSG00000123700,KCNJ2,1,Kcnj2
ENSMUSG00000088020,,,,Gm22762
ENSMUSG00000082272,,,,Gm11675
ENSMUSG00000082448,,,,Gm11676
ENSMUSG00000085940,,,,4930405D11Rik
ENSMUSG00000081666,,,,Gm11677
ENSMUSG00000083764,,,,Gm11516
ENSMUSG00000086752,,,,Gm11674
ENSMUSG00000081088,,,,Gm11679
ENSMUSG00000046755,ENSG00000141200,KIF2B,1,Kif2b
ENSMUSG00000081630,,,,Gm11498
ENSMUSG00000085324,,,,Gm11680
ENSMUSG00002075953,,,,
ENSMUSG00000081363,,,,Gm11500
ENSMUSG00000081141,,,,Gm11501
ENSMUSG00000087810,,,,Gm25113
ENSMUSG00000118630,,,,Gm52974
ENSMUSG00000041674,,,,BC006965
ENSMUSG00000085417,,,,Gm13919
ENSMUSG00000085110,,,,Gm13920
ENSMUSG00000103162,,,,Gm38147
ENSMUSG00000082328,,,,Gm13921
ENSMUSG00000102875,,,,Gm37139
ENSMUSG00000081774,,,,Gm13866
ENSMUSG00000050373,ENSG00000124104,SNX21,1,Snx21
ENSMUSG00000099560,,,,Mrgprx3-ps
ENSMUSG00000098783,,,,Mir7050
ENSMUSG00000050650,ENSG00000183695,MRGPRX2,1,Mrgpra1
ENSMUSG00000050650,ENSG00000179826,MRGPRX3,0,Mrgpra1
ENSMUSG00000050650,ENSG00000170255,MRGPRX1,0,Mrgpra1
ENSMUSG00000050650,ENSG00000179817,MRGPRX4,0,Mrgpra1
ENSMUSG00000109164,,,,Gm45085
ENSMUSG00000100470,,,,Gm29479
ENSMUSG00000088172,,,,Gm25217
ENSMUSG00000119701,ENSG00000207449,RNU6-19P,0,Gm25326
ENSMUSG00000109445,,,,4930560O18Rik
ENSMUSG00000093973,ENSG00000183695,MRGPRX2,0,Mrgpra2a
ENSMUSG00000093973,ENSG00000179826,MRGPRX3,0,Mrgpra2a
ENSMUSG00000093973,ENSG00000170255,MRGPRX1,0,Mrgpra2a
ENSMUSG00000093973,ENSG00000179817,MRGPRX4,0,Mrgpra2a
ENSMUSG00000044627,ENSG00000175854,SWI5,1,Swi5
ENSMUSG00000109656,,,,Gm45548
ENSMUSG00000000567,ENSG00000125398,SOX9,1,Sox9
ENSMUSG00000096719,ENSG00000183695,MRGPRX2,0,Mrgpra2b
ENSMUSG00000096719,ENSG00000179826,MRGPRX3,0,Mrgpra2b
ENSMUSG00000096719,ENSG00000170255,MRGPRX1,0,Mrgpra2b
ENSMUSG00000096719,ENSG00000179817,MRGPRX4,0,Mrgpra2b
ENSMUSG00000101780,,,,Gm7255
ENSMUSG00000101944,,,,Mrgprc4-ps
ENSMUSG00000075437,,,,Gm11681
ENSMUSG00000101664,,,,Mrgpra14
ENSMUSG00000020624,,,,4933434M16Rik
ENSMUSG00000099659,,,,Gm9322
ENSMUSG00000030653,ENSG00000186642,PDE2A,1,Gm45837
ENSMUSG00000056158,ENSG00000154975,CA10,1,Car10
ENSMUSG00000078698,ENSG00000183695,MRGPRX2,1,Mrgpra3
ENSMUSG00000078698,ENSG00000179826,MRGPRX3,0,Mrgpra3
